x;y;causa;data
156,034258;154,87498;accident;2003-04-08
156,074233;154,87498;accident;2003-04-08
314,914975;294,87499;other;2003-04-08
176,074245;334,87497;intentional;2003-04-08
 45,354716;194,87501;lightning;2003-04-08
105,154837;244,87502;other;2003-04-08
275,474641;294,87499;lightning;2003-04-09
255,074879;294,87499;lightning;2003-04-09
255,234779;174,87499;accident;2003-04-09
274,994941;284,87500;lightning;2003-04-09
275,194816;304,87501;lightning;2003-04-09
254,994928;304,87501;lightning;2003-04-09
 95,274736;224,87501;intentional;2003-04-09
114,954948;234,87499;intentional;2003-04-09
195,274757;194,87501;accident;2003-04-09
326,154186; 74,87501;intentional;2003-04-17
235,834391;294,87499;accident;2003-04-18
354,404998;165,94502;accident;2003-04-21
135,274760;124,87498;intentional;2003-04-27
252,859984; 75,72600;accident;2003-04-28
295,274738; 54,87500;accident;2003-04-28
155,234758;104,87501;accident;2003-04-29
325,954311;204,87499;accident;2003-04-29
266,074240; 54,87500;accident;2003-05-02
165,314734;154,87498;intentional;2003-05-02
323,761003;144,47800;accident;2003-05-04
 95,274736; 64,87499;accident;2003-05-04
196,713817;304,87501;accident;2003-05-06
117,713183; 94,87499;intentional;2003-05-07
106,354087;134,87501;intentional;2003-05-07
106,394062;134,87501;intentional;2003-05-07
106,434037;134,87501;intentional;2003-05-07
175,834395;334,87497;other;2003-05-07
175,874370;334,87497;intentional;2003-05-07
205,434643;304,87501;accident;2003-05-07
145,514597;174,87499;intentional;2003-05-07
155,634508;174,87499;accident;2003-05-07
185,354681;224,87501;accident;2003-05-07
105,914362; 94,87499;other;2003-05-08
274,954966;164,87501;accident;2003-05-08
325,074861;174,87499;accident;2003-05-08
284,914977;254,87500;lightning;2003-05-08
235,754441;254,87500;lightning;2003-05-08
175,354695;314,87500;other;2003-05-08
234,026002;306,87500;lightning;2003-05-08
175,194795;364,87501;lightning;2003-05-08
172,796015;370,58000;lightning;2003-05-08
 55,754452;214,87502;lightning;2003-05-08
 55,314727;204,87499;lightning;2003-05-08
 45,154841;234,87499;lightning;2003-05-08
286,354077;304,87501;lightning;2003-05-09
284,942919; 54,87500;accident;2003-05-13
 94,954936;154,87498;other;2003-05-13
155,074858;244,87502;intentional;2003-05-13
 86,753825;244,87502;intentional;2003-05-14
175,714470;334,87497;accident;2003-05-15
 96,274111;254,87500;intentional;2003-05-15
155,114833;244,87502;intentional;2003-05-15
 45,434666;224,87501;accident;2003-05-17
155,594533;174,87499;accident;2003-05-17
114,954948;204,87499;other;2003-05-18
 55,594552;244,87502;accident;2003-05-18
 66,194163;244,87502;accident;2003-05-18
 66,234138;244,87502;accident;2003-05-18
195,514607;324,87499;intentional;2003-05-19
176,473995;234,87499;accident;2003-05-19
205,074868;334,87497;intentional;2003-05-20
185,914331;304,87501;intentional;2003-05-20
145,274746;154,87498;accident;2003-05-21
287,713187;244,87502;accident;2003-05-21
284,954952;214,87502;accident;2003-05-21
287,753162;244,87502;accident;2003-05-21
225,074880;234,87499;accident;2003-05-21
 85,274750;194,87501;accident;2003-05-21
264,874990;184,87498;accident;2003-05-22
244,875017;244,87502;intentional;2003-05-22
225,034905;244,87502;accident;2003-05-22
135,994310;194,87501;accident;2003-05-22
265,114840;294,87499;accident;2003-05-23
284,994927;234,87499;accident;2003-05-23
224,914980;224,87501;accident;2003-05-23
205,074868;294,87499;accident;2003-05-23
195,074882;314,87500;accident;2003-05-23
 55,554577;214,87502;accident;2003-05-23
235,034891;124,87498;accident;2003-05-24
284,994927;214,87502;accident;2003-05-24
 34,946945;244,87502;other;2003-05-24
255,900002; 95,88599;other;2003-05-25
235,074866;124,87498;intentional;2003-05-25
205,314718;344,87500;accident;2003-05-25
 65,474613;164,87501;accident;2003-05-27
285,594552;264,87499;accident;2003-05-27
 85,314725;194,87501;accident;2003-05-27
185,954306;304,87501;intentional;2003-05-28
 25,074878;234,87499;accident;2003-05-28
 55,594552;214,87502;accident;2003-05-28
104,994937;114,87500;accident;2003-05-29
135,234785;114,87500;accident;2003-05-29
185,994281;304,87501;other;2003-05-30
144,994922;214,87502;intentional;2003-05-30
174,994920;164,87501;accident;2003-05-31
215,474644;284,87500;accident;2003-05-31
175,754445;334,87497;accident;2003-05-31
105,434662;254,87500;accident;2003-05-31
335,354672;184,87498;accident;2003-06-04
205,074868;374,87500;accident;2003-06-04
349,234992;159,04102;accident;2003-06-06
117,393383; 94,87499;accident;2003-06-06
235,034891;324,87499;intentional;2003-06-06
145,074872;224,87501;accident;2003-06-06
205,114843;114,87500;other;2003-06-07
175,914345;334,87497;intentional;2003-06-07
 96,354061;254,87500;accident;2003-06-07
 95,234761;224,87501;intentional;2003-06-07
297,802997;114,60001;intentional;2003-06-08
325,354686;254,87500;intentional;2003-06-08
264,994915;274,87502;accident;2003-06-08
284,950914;184,87498;accident;2003-06-08
304,914989;174,87499;accident;2003-06-08
223,663003;338,18798;intentional;2003-06-08
241,625010;319,05599;other;2003-06-08
176,114220;334,87497;intentional;2003-06-08
 55,794427;214,87502;other;2003-06-08
195,194807;194,87501;intentional;2003-06-08
291,801990; 67,17499;accident;2003-06-09
 95,434636; 64,87499;accident;2003-06-09
325,434636;214,87502;lightning;2003-06-09
255,114854;354,87498;accident;2003-06-09
275,154841;334,87497;lightning;2003-06-09
302,209001;335,47600;lightning;2003-06-09
276,949998;343,95801;lightning;2003-06-09
276,825996;343,89601;lightning;2003-06-09
 25,070881;234,87499;other;2003-06-09
 35,074864;214,87502;other;2003-06-09
 95,274736;234,87499;intentional;2003-06-09
 14,962962;224,87501;accident;2003-06-09
105,274762;234,87499;intentional;2003-06-09
146,154197;234,87499;accident;2003-06-09
132,499896; 85,43501;accident;2003-06-13
305,114864;184,87498;accident;2003-06-13
196,833742;304,87501;other;2003-06-13
135,994310;254,87500;accident;2003-06-13
 56,913727;234,87499;other;2003-06-13
165,474634;234,87499;accident;2003-06-13
381,404993;104,65499;accident;2003-06-14
305,834414; 74,87501;lightning;2003-06-14
275,274766; 34,87499;lightning;2003-06-14
341,698945; 89,83802;lightning;2003-06-15
284,946917; 54,87500;lightning;2003-06-15
136,274135;144,87500;lightning;2003-06-15
235,354691;274,87502;lightning;2003-06-15
215,154844;344,87500;accident;2003-06-15
104,994937;234,87499;accident;2003-06-15
105,034912;114,87500;accident;2003-06-16
234,874991;374,87500;accident;2003-06-16
196,873717;304,87501;other;2003-06-16
204,954943; 84,87500;accident;2003-06-18
117,433358; 94,87499;intentional;2003-06-18
204,994918; 84,87500;accident;2003-06-18
145,474622; 94,87499;accident;2003-06-18
176,553945;234,87499;accident;2003-06-18
269,032989; 95,68800;other;2003-06-19
117,473333; 94,87499;intentional;2003-06-19
 75,354714;134,87501;accident;2003-06-19
275,194816;174,87499;accident;2003-06-19
 56,953702;234,87499;accident;2003-06-19
105,474637;254,87500;accident;2003-06-19
254,994928;134,87501;other;2003-06-20
325,074861;114,87500;accident;2003-06-20
 94,994911;114,87500;accident;2003-06-20
 85,154825;234,87499;accident;2003-06-20
195,754457;214,87502;accident;2003-06-20
115,114848;244,87502;accident;2003-06-20
326,274111; 74,87501;accident;2003-06-21
144,994922;104,87501;accident;2003-06-21
274,954966;214,87502;accident;2003-06-21
315,034900;174,87499;accident;2003-06-21
215,474644;254,87500;accident;2003-06-21
175,234770;314,87500;accident;2003-06-21
215,514619;254,87500;other;2003-06-21
254,914978;324,87499;accident;2003-06-21
 56,993677;234,87499;intentional;2003-06-21
 96,314086;254,87500;accident;2003-06-21
136,034285;194,87501;accident;2003-06-21
115,154823;214,87502;intentional;2003-06-21
255,354703; 94,87499;accident;2003-06-22
295,314713; 54,87500;accident;2003-06-22
105,874387; 94,87499;accident;2003-06-22
106,194187;134,87501;accident;2003-06-22
117,513308; 94,87499;intentional;2003-06-22
117,553283; 94,87499;intentional;2003-06-22
284,875002;164,87501;accident;2003-06-22
275,234791;174,87499;accident;2003-06-22
 75,074889;254,87500;intentional;2003-06-22
165,514609;234,87499;other;2003-06-22
 55,634527;244,87502;intentional;2003-06-22
335,227991;168,28200;accident;2003-06-23
254,914978;214,87502;accident;2003-06-23
235,074866;194,87501;lightning;2003-06-23
215,554594;254,87500;accident;2003-06-23
136,074260;194,87501;accident;2003-06-23
 57,033652;234,87499;other;2003-06-23
242,178983; 73,08501;accident;2003-06-24
344,914973;124,87498;accident;2003-06-24
255,154829;344,87500;lightning;2003-06-24
274,563930; 83,58601;lightning;2003-06-25
165,394684; 74,87501;accident;2003-06-25
 95,314711; 64,87499;accident;2003-06-25
185,194781;344,87500;accident;2003-06-25
184,954931;324,87499;accident;2003-06-25
155,154808;244,87502;accident;2003-06-25
106,234162;134,87501;accident;2003-06-26
215,034919; 74,87501;accident;2003-06-26
144,994922;114,87500;accident;2003-06-26
195,074882;194,87501;accident;2003-06-26
105,034912;234,87499;accident;2003-06-26
165,554584;234,87499;other;2003-06-26
115,154823;244,87502;other;2003-06-26
145,034897;114,87500;accident;2003-06-27
245,234792;234,87499;accident;2003-06-27
195,594557;324,87499;accident;2003-06-27
186,074231;304,87501;accident;2003-06-27
135,074885;214,87502;other;2003-06-27
136,034285;254,87500;other;2003-06-27
135,314735;234,87499;intentional;2003-06-27
 85,074875;254,87500;accident;2003-06-27
135,114860;214,87502;accident;2003-06-27
175,034895;164,87501;intentional;2003-06-28
117,593258; 94,87499;intentional;2003-06-28
286,194177;304,87501;accident;2003-06-28
215,034919;324,87499;accident;2003-06-28
245,074892;154,87498;accident;2003-06-29
244,914992;124,87498;accident;2003-06-29
117,633233; 94,87499;intentional;2003-06-29
117,673208; 94,87499;intentional;2003-06-29
205,074868;114,87500;accident;2003-06-29
205,194793;234,87499;accident;2003-06-29
186,114206;304,87501;intentional;2003-06-29
215,194819;344,87500;other;2003-06-29
185,314706;224,87501;accident;2003-06-29
195,114857;194,87501;intentional;2003-06-29
145,034897;244,87502;accident;2003-06-29
 75,594564;234,87499;intentional;2003-06-29
 34,994915;214,87502;accident;2003-06-29
 75,154839;184,87498;other;2003-06-30
165,434659; 74,87501;other;2003-06-30
274,914991;164,87501;accident;2003-06-30
175,794420;334,87497;accident;2003-06-30
176,633895;234,87499;other;2003-06-30
326,114211; 74,87501;accident;2003-07-03
235,194791;184,87498;intentional;2003-07-03
115,114848;124,87498;accident;2003-07-04
 66,114213;254,87500;intentional;2003-07-04
132,419946; 85,43501;accident;2003-07-06
196,753792;304,87501;accident;2003-07-06
323,368968;143,99099;accident;2003-07-07
235,394666;274,87502;accident;2003-07-07
275,074891;224,87501;accident;2003-07-07
235,714466;254,87500;accident;2003-07-07
205,114843;324,87499;accident;2003-07-07
 45,474641;224,87501;accident;2003-07-07
 55,674502;244,87502;other;2003-07-07
 75,074889;154,87498;intentional;2003-07-08
136,314110;144,87500;intentional;2003-07-08
235,514591;274,87502;intentional;2003-07-08
197,073592;304,87501;intentional;2003-07-08
 66,194163;254,87500;other;2003-07-08
165,194809;204,87499;other;2003-07-08
124,994909;234,87499;intentional;2003-07-08
 95,194786;234,87499;other;2003-07-08
 57,313477;234,87499;other;2003-07-08
315,114850;234,87499;lightning;2003-07-09
315,154825;234,87499;lightning;2003-07-09
215,634544;254,87500;intentional;2003-07-09
215,034919;314,87500;other;2003-07-09
204,914968;264,87499;intentional;2003-07-09
 95,234761;244,87502;accident;2003-07-09
 57,473377;234,87499;other;2003-07-09
 75,114864;224,87501;accident;2003-07-09
164,898994; 84,87500;accident;2003-07-10
224,914980;194,87501;accident;2003-07-10
114,954948;164,87501;intentional;2003-07-13
285,274752;284,87500;lightning;2003-07-13
294,954938;284,87500;lightning;2003-07-13
175,154820;364,87501;lightning;2003-07-13
324,914961;334,87497;accident;2003-07-13
215,514619;284,87500;intentional;2003-07-13
175,234770;324,87499;intentional;2003-07-13
224,487008;305,45497;accident;2003-07-13
288,180974;314,56499;lightning;2003-07-13
215,234794;344,87500;intentional;2003-07-13
165,274759;224,87501;intentional;2003-07-13
 86,833775;244,87502;intentional;2003-07-13
205,434643;194,87501;accident;2003-07-13
205,474618;194,87501;other;2003-07-13
105,234787;194,87501;other;2003-07-13
 57,073627;234,87499;intentional;2003-07-13
249,227016;158,33602;accident;2003-07-14
364,613014;151,86299;lightning;2003-07-14
145,554572; 94,87499;intentional;2003-07-14
275,114866;354,87498;accident;2003-07-14
136,114235;254,87500;other;2003-07-14
352,075016;138,82498;other;2003-07-15
117,833108; 94,87499;intentional;2003-07-15
145,074872;114,87500;intentional;2003-07-15
287,873087;244,87502;accident;2003-07-15
175,954320;334,87497;intentional;2003-07-15
224,994930;304,87501;other;2003-07-15
215,074894;324,87499;accident;2003-07-15
225,954330;274,87502;intentional;2003-07-15
175,994295;334,87497;intentional;2003-07-15
 55,754452;244,87502;accident;2003-07-15
 55,274752;204,87499;intentional;2003-07-15
 57,113602;234,87499;intentional;2003-07-15
 96,394036;254,87500;intentional;2003-07-15
342,675014;148,97499;accident;2003-07-16
259,002982; 60,37800;accident;2003-07-16
 75,634539;234,87499;accident;2003-07-16
 55,554577;254,87500;intentional;2003-07-16
 86,873750;244,87502;intentional;2003-07-16
 95,314711;234,87499;accident;2003-07-16
304,954964;124,87498;accident;2003-07-17
117,873083; 94,87499;other;2003-07-17
224,914980; 84,87500;other;2003-07-17
234,954941;344,87500;accident;2003-07-17
185,114831;194,87501;accident;2003-07-17
115,194798;214,87502;accident;2003-07-17
 55,794427;244,87502;other;2003-07-17
146,034272;234,87499;accident;2003-07-17
375,514597;114,87500;accident;2003-07-18
304,994939;124,87498;accident;2003-07-18
117,913058; 94,87499;intentional;2003-07-18
 54,914977; 94,87499;accident;2003-07-18
355,114834;224,87501;accident;2003-07-18
176,034270;334,87497;intentional;2003-07-18
195,714482;324,87499;other;2003-07-18
172,500999;324,76901;intentional;2003-07-18
 85,074875;224,87501;accident;2003-07-18
105,274762;194,87501;other;2003-07-18
105,314737;194,87501;accident;2003-07-18
135,154835;214,87502;other;2003-07-18
135,194810;214,87502;accident;2003-07-18
 57,153577;234,87499;other;2003-07-18
298,909984;138,27301;accident;2003-07-19
285,234777;114,87500;accident;2003-07-19
291,026994;162,01800;accident;2003-07-19
335,394647;184,87498;accident;2003-07-19
325,154811;214,87502;accident;2003-07-19
 55,834402;244,87502;other;2003-07-19
 15,034917;244,87502;accident;2003-07-19
246,305003;119,29200;accident;2003-07-20
305,034914;124,87498;lightning;2003-07-20
318,408990; 98,41501;lightning;2003-07-20
326,724989;131,37500;lightning;2003-07-20
106,474012;134,87501;intentional;2003-07-20
205,034893; 84,87500;other;2003-07-20
315,354700;304,87501;accident;2003-07-20
215,967016;343,58301;accident;2003-07-20
232,875002;377,17500;accident;2003-07-20
205,274743;284,87500;accident;2003-07-20
 86,913725;244,87502;other;2003-07-20
 95,554561;184,87498;accident;2003-07-20
136,154210;254,87500;accident;2003-07-20
125,234759;214,87502;other;2003-07-20
274,954966;194,87501;accident;2003-07-21
255,194804;344,87500;accident;2003-07-21
245,034917;294,87499;other;2003-07-21
270,549001;351,68702;accident;2003-07-21
165,074884;174,87499;other;2003-07-21
126,314084;224,87501;other;2003-07-21
305,074889;124,87498;accident;2003-07-22
256,707018; 86,86899;accident;2003-07-22
338,011011;129,38700;other;2003-07-22
359,669986;152,90601;accident;2003-07-22
132,539871; 85,43501;intentional;2003-07-22
 65,514588;164,87501;other;2003-07-22
325,994286;204,87499;accident;2003-07-22
305,154839;184,87498;accident;2003-07-22
180,899987;326,48802;intentional;2003-07-22
205,474618;304,87501;accident;2003-07-22
215,274769;344,87500;accident;2003-07-22
 57,193552;234,87499;other;2003-07-22
 35,034889;214,87502;accident;2003-07-22
 85,114850;254,87500;other;2003-07-22
 75,034914;154,87498;intentional;2003-07-23
275,154841;354,87498;accident;2003-07-23
305,154839;344,87500;accident;2003-07-23
184,994906;324,87499;intentional;2003-07-23
332,425984;161,09401;accident;2003-07-24
185,394656;224,87501;accident;2003-07-24
204,914968;214,87502;other;2003-07-24
165,154834;204,87499;accident;2003-07-24
284,950914; 54,87500;intentional;2003-07-25
264,914965;164,87501;accident;2003-07-25
235,234766;184,87498;accident;2003-07-25
304,994939;164,87501;accident;2003-07-25
264,994915;214,87502;accident;2003-07-25
335,434622;184,87498;intentional;2003-07-25
196,993642;304,87501;accident;2003-07-25
245,394692;324,87499;accident;2003-07-25
200,352981;338,67999;intentional;2003-07-25
184,914956;334,87497;intentional;2003-07-25
185,434631;224,87501;accident;2003-07-25
 55,714477;214,87502;accident;2003-07-25
104,994937; 84,87500;other;2003-07-26
235,434641;274,87502;other;2003-07-26
205,114843;334,87497;other;2003-07-26
175,274745;324,87499;intentional;2003-07-26
215,594569;254,87500;other;2003-07-26
195,114857;314,87500;accident;2003-07-26
205,114843;294,87499;other;2003-07-26
 86,953700;244,87502;other;2003-07-26
305,114864;124,87498;accident;2003-07-27
305,154839;124,87498;accident;2003-07-27
305,194814;124,87498;accident;2003-07-27
155,994283;154,87498;intentional;2003-07-27
335,194772;244,87502;accident;2003-07-27
345,154823;214,87502;intentional;2003-07-27
325,114836;184,87498;accident;2003-07-27
235,674491;174,87499;intentional;2003-07-27
235,074866;324,87499;accident;2003-07-27
105,114862;244,87502;accident;2003-07-27
185,154806;194,87501;accident;2003-07-27
165,634534;234,87499;intentional;2003-07-27
117,953033; 94,87499;accident;2003-07-28
205,034893;364,87501;accident;2003-07-28
225,994305;274,87502;accident;2003-07-28
301,923980;304,20499;accident;2003-07-28
165,674509;234,87499;intentional;2003-07-28
205,514593;194,87501;accident;2003-07-28
 55,594552;254,87500;intentional;2003-07-28
277,113016;155,69999;accident;2003-07-29
115,154823; 64,87499;intentional;2003-07-29
117,993008; 94,87499;other;2003-07-29
205,194793;324,87499;other;2003-07-29
197,995016;308,78501;intentional;2003-07-29
209,497982;322,77902;intentional;2003-07-29
256,265014;355,39502;accident;2003-07-29
315,394675;304,87501;accident;2003-07-29
 44,994941;214,87502;other;2003-07-29
 65,514588;204,87499;accident;2003-07-29
 55,634527;254,87500;accident;2003-07-29
115,194798;244,87502;intentional;2003-07-29
295,234763; 74,87501;lightning;2003-07-30
284,954912; 54,87500;accident;2003-07-30
289,494992; 94,42299;lightning;2003-07-30
284,942919;184,87498;intentional;2003-07-30
345,154823;224,87501;accident;2003-07-30
285,034902;214,87502;accident;2003-07-30
284,946917;184,87498;intentional;2003-07-30
186,194156;304,87501;other;2003-07-30
195,154832;194,87501;intentional;2003-07-30
 34,950942;244,87502;other;2003-07-30
243,782980; 76,81400;lightning;2003-07-31
295,274738; 74,87501;lightning;2003-07-31
 95,034886;114,87500;other;2003-07-31
 85,274750;174,87499;other;2003-07-31
235,474616;274,87502;accident;2003-07-31
304,875014;174,87499;accident;2003-07-31
226,034280;274,87502;accident;2003-07-31
197,033617;304,87501;other;2003-07-31
 25,074878;214,87502;accident;2003-07-31
114,914973;234,87499;accident;2003-07-31
 55,674502;254,87500;intentional;2003-07-31
255,514604; 64,87499;accident;2003-08-03
305,794439; 74,87501;accident;2003-08-03
325,114836;214,87502;accident;2003-08-04
275,194816; 64,87499;accident;2003-08-06
132,459921; 85,43501;accident;2003-08-06
284,894989;174,87499;accident;2003-08-06
196,793767;304,87501;accident;2003-08-06
195,554582;324,87499;intentional;2003-08-06
186,034256;304,87501;other;2003-08-06
205,234768;284,87500;accident;2003-08-06
155,194783;224,87501;accident;2003-08-06
145,514597; 94,87499;accident;2003-08-07
304,954964;164,87501;accident;2003-08-07
195,634532;324,87499;accident;2003-08-07
244,994942;294,87499;accident;2003-08-07
195,068006;362,97700;other;2003-08-07
 14,958965;224,87501;accident;2003-08-07
 14,994942;214,87502;accident;2003-08-07
115,194798; 64,87499;lightning;2003-08-08
315,194800;214,87502;intentional;2003-08-08
254,914978;194,87501;accident;2003-08-08
325,194786;214,87502;intentional;2003-08-08
195,314732;374,87500;intentional;2003-08-08
289,004020;341,55899;accident;2003-08-08
126,354059;224,87501;accident;2003-08-08
105,514612;254,87500;intentional;2003-08-08
205,434643;274,87502;accident;2003-08-09
 95,714461;184,87498;intentional;2003-08-09
205,594543;194,87501;accident;2003-08-09
105,194812;244,87502;accident;2003-08-09
 55,354702;204,87499;accident;2003-08-09
165,514609;214,87502;intentional;2003-08-09
195,794432;214,87502;accident;2003-08-10
225,194805; 94,87499;other;2003-08-13
286,314102;304,87501;accident;2003-08-13
175,434645;314,87500;accident;2003-08-13
280,144001;353,25300;other;2003-08-13
 86,993675;244,87502;intentional;2003-08-13
 57,353452;234,87499;accident;2003-08-13
126,394034;224,87501;other;2003-08-13
330,788008;118,43101;accident;2003-08-14
234,994916;214,87502;accident;2003-08-14
325,154811;184,87498;intentional;2003-08-14
335,474597;184,87498;accident;2003-08-14
254,954953;194,87501;accident;2003-08-14
274,914991;184,87498;intentional;2003-08-14
185,114831;354,87498;other;2003-08-14
214,994944;354,87498;lightning;2003-08-14
 55,874377;214,87502;accident;2003-08-14
 87,033650;244,87502;intentional;2003-08-14
195,234782;194,87501;intentional;2003-08-14
274,683855; 83,58601;lightning;2003-08-15
274,723830; 83,58601;lightning;2003-08-15
284,958909; 54,87500;lightning;2003-08-15
281,590016; 74,29102;lightning;2003-08-15
280,641010; 76,08901;lightning;2003-08-15
284,962907; 54,87500;lightning;2003-08-15
290,776991; 95,82499;lightning;2003-08-15
364,524989;151,70001;lightning;2003-08-15
357,408000;145,95100;lightning;2003-08-15
364,566004;148,19000;lightning;2003-08-15
366,553001;151,14799;lightning;2003-08-15
375,554572;114,87500;lightning;2003-08-15
262,763990; 62,15201;lightning;2003-08-15
326,314086; 74,87501;lightning;2003-08-15
295,314713; 74,87501;lightning;2003-08-15
284,966904; 54,87500;lightning;2003-08-15
284,970902; 54,87500;lightning;2003-08-15
347,634992;117,81600;lightning;2003-08-15
315,234775;214,87502;lightning;2003-08-15
315,274750;214,87502;lightning;2003-08-15
287,953037;244,87502;lightning;2003-08-15
114,954948;254,87500;other;2003-08-15
205,554568;194,87501;accident;2003-08-15
 87,073625;244,87502;intentional;2003-08-15
284,974899; 54,87500;lightning;2003-08-16
284,978897; 54,87500;lightning;2003-08-16
260,036016; 90,78199;accident;2003-08-16
195,314732;234,87499;other;2003-08-16
 96,473986;254,87500;intentional;2003-08-16
125,194784;204,87499;accident;2003-08-16
375,594547;114,87500;lightning;2003-08-17
315,314725;214,87502;lightning;2003-08-17
315,354700;214,87502;lightning;2003-08-17
315,394675;214,87502;lightning;2003-08-17
224,875005;194,87501;accident;2003-08-17
306,441994;305,53900;lightning;2003-08-17
191,901986;373,21799;other;2003-08-17
136,234160;254,87500;other;2003-08-17
275,034916;264,87499;lightning;2003-08-18
255,034904;184,87498;accident;2003-08-18
300,889027;313,06002;lightning;2003-08-18
 66,434013;214,87502;accident;2003-08-18
 66,473988;214,87502;accident;2003-08-18
297,374984;114,07502;intentional;2003-08-19
297,824983;113,79999;intentional;2003-08-19
165,474634; 74,87501;other;2003-08-19
 75,394689;134,87501;accident;2003-08-19
194,220017;373,78904;accident;2003-08-19
215,114869;324,87499;accident;2003-08-19
 55,714477;254,87500;intentional;2003-08-19
297,249983;114,66001;intentional;2003-08-20
255,074879;134,87501;accident;2003-08-20
284,982894; 54,87500;lightning;2003-08-20
118,072958; 94,87499;intentional;2003-08-20
264,914965;184,87498;accident;2003-08-20
 57,393427;234,87499;other;2003-08-20
185,194781;194,87501;other;2003-08-20
275,314741; 34,87499;lightning;2003-08-21
315,194800;264,87499;lightning;2003-08-21
295,314713;204,87499;lightning;2003-08-21
305,074889;244,87502;lightning;2003-08-21
305,114864;244,87502;lightning;2003-08-21
305,074889;234,87499;lightning;2003-08-21
275,154841;224,87501;lightning;2003-08-21
325,394661;214,87502;lightning;2003-08-21
305,154839;244,87502;lightning;2003-08-21
345,394673;204,87499;lightning;2003-08-21
325,194786;184,87498;lightning;2003-08-21
275,194816;224,87501;lightning;2003-08-21
315,194800;244,87502;lightning;2003-08-21
295,354688;204,87499;lightning;2003-08-21
254,981977;236,58400;lightning;2003-08-21
308,431989;313,07900;lightning;2003-08-21
 45,194816;234,87499;intentional;2003-08-21
334,954922;214,87502;lightning;2003-08-22
294,994913;284,87500;lightning;2003-08-22
265,154815;294,87499;lightning;2003-08-22
205,314718;284,87500;accident;2003-08-22
136,114235;194,87501;lightning;2003-08-22
 34,954940;244,87502;intentional;2003-08-22
 25,114853;224,87501;other;2003-08-22
285,456998;101,18200;lightning;2003-08-23
105,354712;194,87501;intentional;2003-08-23
 95,634511;184,87498;intentional;2003-08-23
 65,354688;224,87501;other;2003-08-23
186,234131;304,87501;intentional;2003-08-24
 66,473988;244,87502;accident;2003-08-24
165,474634;214,87502;accident;2003-08-24
105,034912;204,87499;accident;2003-08-24
 55,914352;244,87502;other;2003-08-24
275,354716; 34,87499;accident;2003-08-25
208,086984;299,78700;other;2003-08-25
105,154837;234,87499;accident;2003-08-25
135,354710;234,87499;accident;2003-08-26
 96,513961;254,87500;intentional;2003-08-26
 57,433402;234,87499;intentional;2003-08-26
326,354061; 74,87501;accident;2003-08-28
191,943001;336,80501;intentional;2003-08-28
264,954940;334,87497;accident;2003-08-28
175,234770;364,87501;lightning;2003-08-28
195,154832;314,87500;other;2003-08-28
300,443985;307,01200;lightning;2003-08-28
186,274106;304,87501;intentional;2003-08-28
135,394685;234,87499;intentional;2003-08-28
135,434660;234,87499;accident;2003-08-28
 95,674486;184,87498;intentional;2003-08-28
261,598998; 88,32200;accident;2003-08-29
195,194807;314,87500;accident;2003-08-29
136,274135;254,87500;other;2003-08-29
 85,114850;224,87501;other;2003-08-29
305,874389; 74,87501;accident;2003-08-30
257,769993;127,81599;accident;2003-08-30
185,514581;224,87501;intentional;2003-08-30
165,714484;234,87499;accident;2003-08-30
105,394687;194,87501;intentional;2003-08-30
185,554556;224,87501;intentional;2003-08-30
145,314721;154,87498;other;2003-08-31
124,874984;104,87501;intentional;2003-08-31
174,002980;315,38500;other;2003-08-31
104,954962;224,87501;accident;2003-08-31
165,314734;224,87501;intentional;2003-08-31
245,154842;274,87502;accident;2003-09-03
285,554577;264,87499;accident;2003-09-03
105,794437; 94,87499;accident;2003-09-06
175,114845;324,87499;intentional;2003-09-06
 66,274113;244,87502;other;2003-09-06
 75,554589;234,87499;other;2003-09-06
 66,314088;244,87502;other;2003-09-06
255,034904;134,87501;accident;2003-09-07
145,034897;104,87501;accident;2003-09-07
 74,994939;154,87498;intentional;2003-09-07
165,394684;154,87498;other;2003-09-07
175,674495;104,87501;intentional;2003-09-07
224,875005; 84,87500;other;2003-09-07
314,954950;224,87501;accident;2003-09-07
225,074880;344,87500;accident;2003-09-07
196,953667;304,87501;accident;2003-09-07
195,674507;324,87499;accident;2003-09-07
 55,714477;244,87502;other;2003-09-07
291,877982;115,11401;intentional;2003-09-08
346,125017;137,75001;lightning;2003-09-08
347,184994;135,51701;lightning;2003-09-08
106,553962;134,87501;intentional;2003-09-08
 95,394661; 64,87499;lightning;2003-09-08
224,954955; 84,87500;accident;2003-09-08
325,234761;214,87502;intentional;2003-09-08
286,274127;304,87501;lightning;2003-09-08
265,114840;244,87502;lightning;2003-09-08
295,234763;204,87499;lightning;2003-09-08
287,913062;244,87502;lightning;2003-09-08
305,234789;214,87502;lightning;2003-09-08
355,394659;234,87499;accident;2003-09-08
314,954950;204,87499;lightning;2003-09-08
345,166016;229,56999;lightning;2003-09-08
345,354698;204,87499;lightning;2003-09-08
295,274738;204,87499;lightning;2003-09-08
325,274736;214,87502;intentional;2003-09-08
345,194798;214,87502;lightning;2003-09-08
315,114850;194,87501;lightning;2003-09-08
325,314711;214,87502;intentional;2003-09-08
355,434634;234,87499;lightning;2003-09-08
326,034261;204,87499;lightning;2003-09-08
325,354686;214,87502;intentional;2003-09-08
326,074236;204,87499;lightning;2003-09-08
188,908019;368,64901;lightning;2003-09-08
